[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06
      EDDI-000008244 | EDDI→SLLP | cant=2 | creado=2026-06-20T23:53 | deadline=2026-06-22T23:53

      EDDI-000008245 | EDDI→OERK | cant=2 | creado=2026-06-21T00:01 | deadline=2026-06-23T00:01

      EDDI-000008246 | EDDI→SPIM | cant=2 | creado=2026-06-21T00:16 | deadline=2026-06-23T00:16

      EDDI-000008247 | EDDI→LATI | cant=2 | creado=2026-06-21T00:32 | deadline=2026-06-22T00:32

      EDDI-000008248 | EDDI→SPIM | cant=2 | creado=2026-06-21T00:46 | deadline=2026-06-23T00:46

      EDDI-000008249 | EDDI→EBCI | cant=2 | creado=2026-06-21T01:05 | deadline=2026-06-22T01:05

      EDDI-000008250 | EDDI→OPKC | cant=2 | creado=2026-06-21T01:24 | deadline=2026-06-23T01:24

      EDDI-000008251 | EDDI→OYSN | cant=2 | creado=2026-06-21T01:31 | deadline=2026-06-23T01:31

      EDDI-000008252 | EDDI→LBSF | cant=2 | creado=2026-06-21T01:51 | deadline=2026-06-22T01:51

      EDDI-000008253 | EDDI→OYSN | cant=2 | creado=2026-06-21T02:04 | deadline=2026-06-23T02:04

      EDDI-000008254 | EDDI→OPKC | cant=2 | creado=2026-06-21T02:23 | deadline=2026-06-23T02:23

      EDDI-000008255 | EDDI→LATI | cant=2 | creado=2026-06-21T02:33 | deadline=2026-06-22T02:33

      EDDI-000008256 | EDDI→UMMS | cant=2 | creado=2026-06-21T02:53 | deadline=2026-06-22T02:53

      EDDI-000008257 | EDDI→OJAI | cant=2 | creado=2026-06-21T03:08 | deadline=2026-06-23T03:08

      EDDI-000008258 | EDDI→SBBR | cant=2 | creado=2026-06-21T03:19 | deadline=2026-06-23T03:19

      EDDI-000008259 | EDDI→OYSN | cant=2 | creado=2026-06-21T03:39 | deadline=2026-06-23T03:39

      EDDI-000008260 | EDDI→LOWW | cant=2 | creado=2026-06-21T03:50 | deadline=2026-06-22T03:50

      EDDI-000008261 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:02 | deadline=2026-06-22T04:02

      EDDI-000008262 | EDDI→LOWW | cant=2 | creado=2026-06-21T04:18 | deadline=2026-06-22T04:18

      EDDI-000008263 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:32 | deadline=2026-06-22T04:32

      EDDI-000008264 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:53 | deadline=2026-06-22T04:53

      EDDI-000008265 | EDDI→EHAM | cant=2 | creado=2026-06-21T05:00 | deadline=2026-06-22T05:00

      EDDI-000008266 | EDDI→OOMS | cant=2 | creado=2026-06-21T05:19 | deadline=2026-06-23T05:19

      EDDI-000008267 | EDDI→SEQM | cant=2 | creado=2026-06-21T05:31 | deadline=2026-06-23T05:31

      EDDI-000008268 | EDDI→OPKC | cant=2 | creado=2026-06-21T05:53 | deadline=2026-06-23T05:53

      EDDI-000008269 | EDDI→SEQM | cant=2 | creado=2026-06-21T06:02 | deadline=2026-06-23T06:02

      EDDI-000008270 | EDDI→SEQM | cant=2 | creado=2026-06-21T06:22 | deadline=2026-06-23T06:22

      EDDI-000008271 | EDDI→EKCH | cant=2 | creado=2026-06-21T06:38 | deadline=2026-06-22T06:38

      EDDI-000008272 | EDDI→OPKC | cant=2 | creado=2026-06-21T06:45 | deadline=2026-06-23T06:45

      EDDI-000008273 | EDDI→OYSN | cant=2 | creado=2026-06-21T07:03 | deadline=2026-06-23T07:03

      EDDI-000008274 | EDDI→OAKB | cant=2 | creado=2026-06-21T07:21 | deadline=2026-06-23T07:21

      EDDI-000008275 | EDDI→OPKC | cant=2 | creado=2026-06-21T07:35 | deadline=2026-06-23T07:35

      EDDI-000008276 | EDDI→LOWW | cant=2 | creado=2026-06-21T07:52 | deadline=2026-06-22T07:52

      EDDI-000008277 | EDDI→OJAI | cant=2 | creado=2026-06-21T08:09 | deadline=2026-06-23T08:09

      EDDI-000008278 | EDDI→EHAM | cant=2 | creado=2026-06-21T08:18 | deadline=2026-06-22T08:18

      EDDI-000008279 | EDDI→OOMS | cant=2 | creado=2026-06-21T08:35 | deadline=2026-06-23T08:35

      EDDI-000008280 | EDDI→UBBB | cant=2 | creado=2026-06-21T08:54 | deadline=2026-06-23T08:54

      EDDI-000008281 | EDDI→SUAA | cant=2 | creado=2026-06-21T09:07 | deadline=2026-06-23T09:07

      EDDI-000008282 | EDDI→SBBR | cant=2 | creado=2026-06-21T09:17 | deadline=2026-06-23T09:17

      EDDI-000008283 | EDDI→SABE | cant=2 | creado=2026-06-21T09:35 | deadline=2026-06-23T09:35

      EDDI-000008284 | EDDI→OSDI | cant=2 | creado=2026-06-21T09:50 | deadline=2026-06-23T09:50

      EDDI-000008285 | EDDI→OAKB | cant=2 | creado=2026-06-21T10:00 | deadline=2026-06-23T10:00

      EDDI-000008286 | EDDI→SLLP | cant=2 | creado=2026-06-21T10:18 | deadline=2026-06-23T10:18

      EDDI-000008287 | EDDI→OMDB | cant=2 | creado=2026-06-21T10:31 | deadline=2026-06-23T10:31

      EDDI-000008288 | EDDI→SABE | cant=2 | creado=2026-06-21T10:52 | deadline=2026-06-23T10:52

      EDDI-000008289 | EDDI→UBBB | cant=2 | creado=2026-06-21T11:07 | deadline=2026-06-23T11:07

      EDDI-000008290 | EDDI→SKBO | cant=2 | creado=2026-06-21T11:15 | deadline=2026-06-23T11:15

      EDDI-000008291 | EDDI→SBBR | cant=2 | creado=2026-06-21T11:33 | deadline=2026-06-23T11:33

      EDDI-000008292 | EDDI→SPIM | cant=2 | creado=2026-06-21T11:50 | deadline=2026-06-23T11:50

      EDDI-000008293 | EDDI→OJAI | cant=2 | creado=2026-06-21T12:05 | deadline=2026-06-23T12:05

      EDDI-000008294 | EDDI→SLLP | cant=2 | creado=2026-06-21T12:15 | deadline=2026-06-23T12:15

      EDDI-000008295 | EDDI→OMDB | cant=2 | creado=2026-06-21T12:38 | deadline=2026-06-23T12:38

      EDDI-000008296 | EDDI→SKBO | cant=2 | creado=2026-06-21T12:50 | deadline=2026-06-23T12:50

      EDDI-000008297 | EDDI→LOWW | cant=2 | creado=2026-06-21T13:03 | deadline=2026-06-22T13:03

      EDDI-000008298 | EDDI→UMMS | cant=2 | creado=2026-06-21T13:18 | deadline=2026-06-22T13:18

      EDDI-000008299 | EDDI→SGAS | cant=2 | creado=2026-06-21T13:37 | deadline=2026-06-23T13:37

      EDDI-000008300 | EDDI→SBBR | cant=2 | creado=2026-06-21T13:47 | deadline=2026-06-23T13:47

      EDDI-000008301 | EDDI→OERK | cant=2 | creado=2026-06-21T14:00 | deadline=2026-06-23T14:00

      EDDI-000008302 | EDDI→OERK | cant=2 | creado=2026-06-21T14:16 | deadline=2026-06-23T14:16

      EDDI-000008303 | EDDI→LBSF | cant=2 | creado=2026-06-21T14:34 | deadline=2026-06-22T14:34

      EDDI-000008304 | EDDI→VIDP | cant=2 | creado=2026-06-21T14:46 | deadline=2026-06-23T14:46

      EDDI-000008305 | EDDI→SVMI | cant=2 | creado=2026-06-21T15:07 | deadline=2026-06-23T15:07

      EDDI-000008306 | EDDI→OYSN | cant=2 | creado=2026-06-21T15:15 | deadline=2026-06-23T15:15

      EDDI-000008307 | EDDI→LATI | cant=2 | creado=2026-06-21T15:39 | deadline=2026-06-22T15:39

      EDDI-000008308 | EDDI→SUAA | cant=2 | creado=2026-06-21T15:48 | deadline=2026-06-23T15:48

      EDDI-000008309 | EDDI→EKCH | cant=2 | creado=2026-06-21T16:00 | deadline=2026-06-22T16:00

      EDDI-000008310 | EDDI→SGAS | cant=2 | creado=2026-06-21T16:23 | deadline=2026-06-23T16:23

      EDDI-000008311 | EDDI→OAKB | cant=2 | creado=2026-06-21T16:36 | deadline=2026-06-23T16:36

      EDDI-000008312 | EDDI→UMMS | cant=1 | creado=2026-06-21T16:54 | deadline=2026-06-22T16:54

      EDDI-000008313 | EDDI→LBSF | cant=1 | creado=2026-06-21T17:06 | deadline=2026-06-22T17:06

      EDDI-000008314 | EDDI→SLLP | cant=1 | creado=2026-06-21T17:19 | deadline=2026-06-23T17:19

      EDDI-000008315 | EDDI→SBBR | cant=1 | creado=2026-06-21T17:36 | deadline=2026-06-23T17:36

      EDDI-000008316 | EDDI→LDZA | cant=1 | creado=2026-06-21T17:47 | deadline=2026-06-22T17:47

      EDDI-000008317 | EDDI→EHAM | cant=1 | creado=2026-06-21T18:01 | deadline=2026-06-22T18:01

      EDDI-000008318 | EDDI→OERK | cant=1 | creado=2026-06-21T18:20 | deadline=2026-06-23T18:20

      EDDI-000008319 | EDDI→LKPR | cant=1 | creado=2026-06-21T18:34 | deadline=2026-06-22T18:34

      EDDI-000008320 | EDDI→SVMI | cant=2 | creado=2026-06-21T22:17 | deadline=2026-06-23T22:17

      EDDI-000008321 | EDDI→SPIM | cant=2 | creado=2026-06-21T22:27 | deadline=2026-06-23T22:27

      EDDI-000008322 | EDDI→SUAA | cant=2 | creado=2026-06-21T22:34 | deadline=2026-06-23T22:34

      EDDI-000008323 | EDDI→SKBO | cant=2 | creado=2026-06-21T22:36 | deadline=2026-06-23T22:36

      EDDI-000008324 | EDDI→SCEL | cant=2 | creado=2026-06-21T22:51 | deadline=2026-06-23T22:51

      EDDI-000008325 | EDDI→SEQM | cant=2 | creado=2026-06-21T22:00 | deadline=2026-06-23T22:00

      EDDI-000008326 | EDDI→OMDB | cant=2 | creado=2026-06-21T23:08 | deadline=2026-06-23T23:08

      EDDI-000008327 | EDDI→OOMS | cant=2 | creado=2026-06-21T23:20 | deadline=2026-06-23T23:20

      EDDI-000008328 | EDDI→SPIM | cant=2 | creado=2026-06-21T23:30 | deadline=2026-06-23T23:30

      EDDI-000008329 | EDDI→LATI | cant=2 | creado=2026-06-21T23:37 | deadline=2026-06-22T23:37

      EDDI-000008330 | EDDI→UMMS | cant=2 | creado=2026-06-21T23:39 | deadline=2026-06-22T23:39

      EDDI-000008331 | EDDI→OMDB | cant=2 | creado=2026-06-21T23:50 | deadline=2026-06-23T23:50

      EDDI-000008332 | EDDI→OAKB | cant=1 | creado=2026-06-21T23:06 | deadline=2026-06-23T23:06

      EHAM-000006758 | EHAM→EDDI | cant=2 | creado=2026-06-19T00:16 | deadline=2026-06-20T00:16

      EHAM-000006759 | EHAM→SKBO | cant=2 | creado=2026-06-19T00:37 | deadline=2026-06-21T00:37

      EHAM-000006760 | EHAM→SPIM | cant=2 | creado=2026-06-19T00:55 | deadline=2026-06-21T00:55

      EHAM-000006761 | EHAM→SGAS | cant=2 | creado=2026-06-19T01:12 | deadline=2026-06-21T01:12

      EHAM-000006762 | EHAM→EDDI | cant=2 | creado=2026-06-19T01:32 | deadline=2026-06-20T01:32

      EHAM-000006763 | EHAM→SLLP | cant=2 | creado=2026-06-19T01:50 | deadline=2026-06-21T01:50

      EHAM-000006764 | EHAM→SVMI | cant=2 | creado=2026-06-19T02:07 | deadline=2026-06-21T02:07

      EHAM-000006765 | EHAM→SVMI | cant=2 | creado=2026-06-19T02:29 | deadline=2026-06-21T02:29

      EHAM-000006766 | EHAM→OERK | cant=2 | creado=2026-06-19T02:46 | deadline=2026-06-21T02:46

      EHAM-000006767 | EHAM→LKPR | cant=2 | creado=2026-06-19T03:12 | deadline=2026-06-20T03:12

      EHAM-000006768 | EHAM→EBCI | cant=2 | creado=2026-06-19T03:26 | deadline=2026-06-20T03:26

      EHAM-000006769 | EHAM→SBBR | cant=2 | creado=2026-06-19T03:50 | deadline=2026-06-21T03:50

      EHAM-000006770 | EHAM→OPKC | cant=2 | creado=2026-06-19T04:07 | deadline=2026-06-21T04:07

      EHAM-000006771 | EHAM→LKPR | cant=2 | creado=2026-06-19T04:27 | deadline=2026-06-20T04:27

      EHAM-000006772 | EHAM→OYSN | cant=2 | creado=2026-06-19T04:42 | deadline=2026-06-21T04:42

      EHAM-000006773 | EHAM→VIDP | cant=2 | creado=2026-06-19T04:04 | deadline=2026-06-21T04:04

      EHAM-000006774 | EHAM→SVMI | cant=2 | creado=2026-06-19T05:20 | deadline=2026-06-21T05:20

      EHAM-000006775 | EHAM→SKBO | cant=2 | creado=2026-06-19T05:45 | deadline=2026-06-21T05:45

      EHAM-000006776 | EHAM→EBCI | cant=2 | creado=2026-06-19T05:56 | deadline=2026-06-20T05:56

      EHAM-000006777 | EHAM→SABE | cant=2 | creado=2026-06-19T06:15 | deadline=2026-06-21T06:15

      EHAM-000006778 | EHAM→OPKC | cant=2 | creado=2026-06-19T06:41 | deadline=2026-06-21T06:41

      EHAM-000006779 | EHAM→SCEL | cant=2 | creado=2026-06-19T06:56 | deadline=2026-06-21T06:56

      EHAM-000006780 | EHAM→EDDI | cant=2 | creado=2026-06-19T07:14 | deadline=2026-06-20T07:14

      EHAM-000006781 | EHAM→SLLP | cant=2 | creado=2026-06-19T07:38 | deadline=2026-06-21T07:38

      EHAM-000006782 | EHAM→VIDP | cant=2 | creado=2026-06-19T07:50 | deadline=2026-06-21T07:50

      EHAM-000006783 | EHAM→LOWW | cant=2 | creado=2026-06-19T08:11 | deadline=2026-06-20T08:11

      EHAM-000006784 | EHAM→OOMS | cant=2 | creado=2026-06-19T08:36 | deadline=2026-06-21T08:36

      EHAM-000006785 | EHAM→OERK | cant=2 | creado=2026-06-19T08:52 | deadline=2026-06-21T08:52

      EHAM-000006786 | EHAM→SEQM | cant=2 | creado=2026-06-19T09:05 | deadline=2026-06-21T09:05

      EHAM-000006787 | EHAM→SPIM | cant=2 | creado=2026-06-19T09:28 | deadline=2026-06-21T09:28

      EHAM-000006788 | EHAM→OPKC | cant=2 | creado=2026-06-19T09:46 | deadline=2026-06-21T09:46

      EHAM-000006789 | EHAM→SEQM | cant=2 | creado=2026-06-19T10:06 | deadline=2026-06-21T10:06

      EHAM-000006790 | EHAM→SLLP | cant=2 | creado=2026-06-19T10:30 | deadline=2026-06-21T10:30

      EHAM-000006791 | EHAM→OSDI | cant=2 | creado=2026-06-19T10:45 | deadline=2026-06-21T10:45

      EHAM-000006792 | EHAM→OJAI | cant=2 | creado=2026-06-19T10:07 | deadline=2026-06-21T10:07

      EHAM-000006793 | EHAM→OYSN | cant=2 | creado=2026-06-19T11:21 | deadline=2026-06-21T11:21

      EHAM-000006794 | EHAM→SLLP | cant=2 | creado=2026-06-19T11:45 | deadline=2026-06-21T11:45

      EHAM-000006795 | EHAM→OJAI | cant=2 | creado=2026-06-19T11:04 | deadline=2026-06-21T11:04

      EHAM-000006796 | EHAM→LKPR | cant=2 | creado=2026-06-19T12:20 | deadline=2026-06-20T12:20

      EHAM-000006797 | EHAM→SCEL | cant=2 | creado=2026-06-19T12:42 | deadline=2026-06-21T12:42

      EHAM-000006798 | EHAM→SKBO | cant=2 | creado=2026-06-19T12:55 | deadline=2026-06-21T12:55

      EHAM-000006799 | EHAM→LKPR | cant=2 | creado=2026-06-19T13:17 | deadline=2026-06-20T13:17

      EHAM-000006800 | EHAM→LKPR | cant=2 | creado=2026-06-19T13:39 | deadline=2026-06-20T13:39

      EHAM-000006801 | EHAM→SCEL | cant=2 | creado=2026-06-19T13:59 | deadline=2026-06-21T13:59

      EHAM-000006802 | EHAM→SLLP | cant=2 | creado=2026-06-19T14:11 | deadline=2026-06-21T14:11

      EHAM-000006803 | EHAM→SABE | cant=2 | creado=2026-06-19T14:37 | deadline=2026-06-21T14:37

      EHAM-000006804 | EHAM→SBBR | cant=2 | creado=2026-06-19T14:52 | deadline=2026-06-21T14:52

      EHAM-000006805 | EHAM→SLLP | cant=2 | creado=2026-06-19T15:09 | deadline=2026-06-21T15:09

      EHAM-000006806 | EHAM→OERK | cant=1 | creado=2026-06-19T15:26 | deadline=2026-06-21T15:26

      EHAM-000006807 | EHAM→OJAI | cant=1 | creado=2026-06-19T15:53 | deadline=2026-06-21T15:53

      EHAM-000006808 | EHAM→SUAA | cant=1 | creado=2026-06-19T16:12 | deadline=2026-06-21T16:12

      EHAM-000006809 | EHAM→LBSF | cant=1 | creado=2026-06-19T16:31 | deadline=2026-06-20T16:31

      EHAM-000006810 | EHAM→EDDI | cant=1 | creado=2026-06-19T16:49 | deadline=2026-06-20T16:49

      EHAM-000006811 | EHAM→LBSF | cant=1 | creado=2026-06-19T17:08 | deadline=2026-06-20T17:08

      EHAM-000006812 | EHAM→SVMI | cant=1 | creado=2026-06-19T17:19 | deadline=2026-06-21T17:19

      EHAM-000006813 | EHAM→SBBR | cant=1 | creado=2026-06-19T17:44 | deadline=2026-06-21T17:44

      EHAM-000006814 | EHAM→SGAS | cant=1 | creado=2026-06-19T17:05 | deadline=2026-06-21T17:05

      EHAM-000006815 | EHAM→SGAS | cant=2 | creado=2026-06-19T22:24 | deadline=2026-06-21T22:24

      EHAM-000006816 | EHAM→SKBO | cant=2 | creado=2026-06-19T22:40 | deadline=2026-06-21T22:40

      EHAM-000006817 | EHAM→SVMI | cant=2 | creado=2026-06-19T23:07 | deadline=2026-06-21T23:07

      EHAM-000006818 | EHAM→SKBO | cant=2 | creado=2026-06-19T23:20 | deadline=2026-06-21T23:20

      EHAM-000006819 | EHAM→UMMS | cant=2 | creado=2026-06-19T23:48 | deadline=2026-06-20T23:48

      EHAM-000006820 | EHAM→SABE | cant=2 | creado=2026-06-20T00:02 | deadline=2026-06-22T00:02

      EHAM-000006821 | EHAM→LBSF | cant=2 | creado=2026-06-20T00:21 | deadline=2026-06-21T00:21

      EHAM-000006822 | EHAM→OYSN | cant=2 | creado=2026-06-20T00:45 | deadline=2026-06-22T00:45

      EHAM-000006823 | EHAM→EBCI | cant=2 | creado=2026-06-20T01:06 | deadline=2026-06-21T01:06

      EHAM-000006824 | EHAM→EDDI | cant=2 | creado=2026-06-20T01:25 | deadline=2026-06-21T01:25

      EHAM-000006825 | EHAM→OPKC | cant=2 | creado=2026-06-20T01:44 | deadline=2026-06-22T01:44

      EHAM-000006826 | EHAM→EKCH | cant=2 | creado=2026-06-20T02:01 | deadline=2026-06-21T02:01

      EHAM-000006827 | EHAM→SPIM | cant=2 | creado=2026-06-20T02:26 | deadline=2026-06-22T02:26

      EHAM-000006828 | EHAM→LATI | cant=2 | creado=2026-06-20T02:46 | deadline=2026-06-21T02:46

      EHAM-000006829 | EHAM→LATI | cant=2 | creado=2026-06-20T03:07 | deadline=2026-06-21T03:07

      EHAM-000006830 | EHAM→OERK | cant=2 | creado=2026-06-20T03:25 | deadline=2026-06-22T03:25

      EHAM-000006831 | EHAM→EDDI | cant=2 | creado=2026-06-20T03:46 | deadline=2026-06-21T03:46

      EHAM-000006832 | EHAM→OOMS | cant=2 | creado=2026-06-20T04:05 | deadline=2026-06-22T04:05

      EHAM-000006833 | EHAM→VIDP | cant=2 | creado=2026-06-20T04:26 | deadline=2026-06-22T04:26

      EHAM-000006834 | EHAM→SKBO | cant=2 | creado=2026-06-20T04:48 | deadline=2026-06-22T04:48

      EHAM-000006835 | EHAM→UBBB | cant=2 | creado=2026-06-20T05:09 | deadline=2026-06-22T05:09

      EHAM-000006836 | EHAM→EBCI | cant=2 | creado=2026-06-20T05:27 | deadline=2026-06-21T05:27

      EHAM-000006837 | EHAM→OERK | cant=2 | creado=2026-06-20T05:48 | deadline=2026-06-22T05:48

      EHAM-000006838 | EHAM→SKBO | cant=2 | creado=2026-06-20T06:04 | deadline=2026-06-22T06:04

      EHAM-000006839 | EHAM→SUAA | cant=2 | creado=2026-06-20T06:24 | deadline=2026-06-22T06:24

      EHAM-000006840 | EHAM→SGAS | cant=2 | creado=2026-06-20T06:45 | deadline=2026-06-22T06:45

      EHAM-000006841 | EHAM→SLLP | cant=2 | creado=2026-06-20T07:06 | deadline=2026-06-22T07:06

      EHAM-000006842 | EHAM→UMMS | cant=2 | creado=2026-06-20T07:23 | deadline=2026-06-21T07:23

      EHAM-000006843 | EHAM→EKCH | cant=2 | creado=2026-06-20T07:43 | deadline=2026-06-21T07:43

      EHAM-000006844 | EHAM→OAKB | cant=2 | creado=2026-06-20T08:04 | deadline=2026-06-22T08:04

      EHAM-000006845 | EHAM→SLLP | cant=2 | creado=2026-06-20T08:20 | deadline=2026-06-22T08:20

      EHAM-000006846 | EHAM→EKCH | cant=2 | creado=2026-06-20T08:47 | deadline=2026-06-21T08:47

      EHAM-000006847 | EHAM→SUAA | cant=2 | creado=2026-06-20T09:03 | deadline=2026-06-22T09:03

      EHAM-000006848 | EHAM→SEQM | cant=2 | creado=2026-06-20T09:21 | deadline=2026-06-22T09:21

      EHAM-000006849 | EHAM→SBBR | cant=2 | creado=2026-06-20T09:49 | deadline=2026-06-22T09:49

      EHAM-000006850 | EHAM→LKPR | cant=2 | creado=2026-06-20T10:09 | deadline=2026-06-21T10:09

      EHAM-000006851 | EHAM→EDDI | cant=2 | creado=2026-06-20T10:21 | deadline=2026-06-21T10:21

      EHAM-000006852 | EHAM→SCEL | cant=2 | creado=2026-06-20T10:49 | deadline=2026-06-22T10:49

      EHAM-000006853 | EHAM→EKCH | cant=2 | creado=2026-06-20T11:05 | deadline=2026-06-21T11:05

      EHAM-000006854 | EHAM→EBCI | cant=2 | creado=2026-06-20T11:28 | deadline=2026-06-21T11:28

      EHAM-000006855 | EHAM→VIDP | cant=2 | creado=2026-06-20T11:44 | deadline=2026-06-22T11:44

      EHAM-000006856 | EHAM→SEQM | cant=2 | creado=2026-06-20T12:08 | deadline=2026-06-22T12:08

      EHAM-000006857 | EHAM→LKPR | cant=2 | creado=2026-06-20T12:25 | deadline=2026-06-21T12:25

      EHAM-000006858 | EHAM→SVMI | cant=2 | creado=2026-06-20T12:40 | deadline=2026-06-22T12:40

      EHAM-000006859 | EHAM→OJAI | cant=2 | creado=2026-06-20T13:06 | deadline=2026-06-22T13:06

      EHAM-000006860 | EHAM→UBBB | cant=2 | creado=2026-06-20T13:29 | deadline=2026-06-22T13:29

      EHAM-000006861 | EHAM→EKCH | cant=2 | creado=2026-06-20T13:42 | deadline=2026-06-21T13:42

      EHAM-000006862 | EHAM→EBCI | cant=2 | creado=2026-06-20T14:07 | deadline=2026-06-21T14:07

      EHAM-000006863 | EHAM→LDZA | cant=2 | creado=2026-06-20T14:22 | deadline=2026-06-21T14:22

      EHAM-000006864 | EHAM→VIDP | cant=2 | creado=2026-06-20T14:41 | deadline=2026-06-22T14:41

      EHAM-000006865 | EHAM→OPKC | cant=2 | creado=2026-06-20T15:09 | deadline=2026-06-22T15:09

      EHAM-000006866 | EHAM→LOWW | cant=2 | creado=2026-06-20T15:24 | deadline=2026-06-21T15:24

      EHAM-000006867 | EHAM→SABE | cant=2 | creado=2026-06-20T15:49 | deadline=2026-06-22T15:49

      EHAM-000006868 | EHAM→OSDI | cant=2 | creado=2026-06-20T16:00 | deadline=2026-06-22T16:00

      EHAM-000006869 | EHAM→OSDI | cant=2 | creado=2026-06-20T16:20 | deadline=2026-06-22T16:20

      EHAM-000006870 | EHAM→UBBB | cant=1 | creado=2026-06-20T16:41 | deadline=2026-06-22T16:41

      EHAM-000006871 | EHAM→SPIM | cant=1 | creado=2026-06-20T17:01 | deadline=2026-06-22T17:01

      EHAM-000006872 | EHAM→OOMS | cant=1 | creado=2026-06-20T17:28 | deadline=2026-06-22T17:28

      EHAM-000006873 | EHAM→UMMS | cant=1 | creado=2026-06-20T17:44 | deadline=2026-06-21T17:44

      EHAM-000006874 | EHAM→SGAS | cant=1 | creado=2026-06-20T18:02 | deadline=2026-06-22T18:02

      EHAM-000006875 | EHAM→SBBR | cant=1 | creado=2026-06-20T18:24 | deadline=2026-06-22T18:24

      EHAM-000006876 | EHAM→SCEL | cant=1 | creado=2026-06-20T18:46 | deadline=2026-06-22T18:46

      EHAM-000006877 | EHAM→SVMI | cant=9 | creado=2026-06-20T22:00 | deadline=2026-06-22T22:00

      EHAM-000006878 | EHAM→SEQM | cant=9 | creado=2026-06-20T23:55 | deadline=2026-06-22T23:55

      EHAM-000006879 | EHAM→SBBR | cant=9 | creado=2026-06-21T00:00 | deadline=2026-06-23T00:00

      EHAM-000006880 | EHAM→SPIM | cant=9 | creado=2026-06-21T01:50 | deadline=2026-06-23T01:50

      EHAM-000006881 | EHAM→LATI | cant=9 | creado=2026-06-21T02:45 | deadline=2026-06-22T02:45

      EHAM-000006882 | EHAM→SUAA | cant=9 | creado=2026-06-21T03:49 | deadline=2026-06-23T03:49

      EHAM-000006883 | EHAM→SBBR | cant=8 | creado=2026-06-21T04:45 | deadline=2026-06-23T04:45

      EHAM-000006884 | EHAM→OYSN | cant=8 | creado=2026-06-21T05:39 | deadline=2026-06-23T05:39

      EHAM-000006885 | EHAM→SBBR | cant=8 | creado=2026-06-21T06:33 | deadline=2026-06-23T06:33

      EHAM-000006886 | EHAM→EDDI | cant=8 | creado=2026-06-21T07:35 | deadline=2026-06-22T07:35

      EHAM-000006887 | EHAM→UBBB | cant=8 | creado=2026-06-21T08:30 | deadline=2026-06-23T08:30

      EHAM-000006888 | EHAM→LDZA | cant=8 | creado=2026-06-21T09:31 | deadline=2026-06-22T09:31
