[BUSQUEDA RUTAS] 702 tareas de busqueda paralela completadas [151ms]
[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2142ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 4420
    [SIN RUTAS CANDIDATAS] 4420 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008233 | EBCI→SBBR | cant=1 | creado=2026-06-19T13:26 | deadline=2026-06-21T13:26
      EDDI-000008182 | EDDI→SCEL | cant=2 | creado=2026-06-20T04:46 | deadline=2026-06-22T04:46

      EDDI-000008183 | EDDI→LBSF | cant=2 | creado=2026-06-20T05:02 | deadline=2026-06-21T05:02

      EDDI-000008184 | EDDI→SCEL | cant=2 | creado=2026-06-20T05:17 | deadline=2026-06-22T05:17

      EDDI-000008185 | EDDI→OYSN | cant=2 | creado=2026-06-20T05:36 | deadline=2026-06-22T05:36

      EDDI-000008186 | EDDI→LDZA | cant=2 | creado=2026-06-20T05:47 | deadline=2026-06-21T05:47

      EDDI-000008189 | EDDI→OERK | cant=2 | creado=2026-06-20T06:37 | deadline=2026-06-22T06:37

      EDDI-000008190 | EDDI→OSDI | cant=2 | creado=2026-06-20T06:53 | deadline=2026-06-22T06:53

      EDDI-000008191 | EDDI→EBCI | cant=2 | creado=2026-06-20T07:05 | deadline=2026-06-21T07:05

      EDDI-000008192 | EDDI→EKCH | cant=2 | creado=2026-06-20T07:19 | deadline=2026-06-21T07:19

      EDDI-000008193 | EDDI→SGAS | cant=2 | creado=2026-06-20T07:34 | deadline=2026-06-22T07:34

      EDDI-000008194 | EDDI→SABE | cant=2 | creado=2026-06-20T07:49 | deadline=2026-06-22T07:49

      EDDI-000008195 | EDDI→SPIM | cant=2 | creado=2026-06-20T08:04 | deadline=2026-06-22T08:04

      EDDI-000008196 | EDDI→SCEL | cant=2 | creado=2026-06-20T08:19 | deadline=2026-06-22T08:19

      EDDI-000008197 | EDDI→UBBB | cant=2 | creado=2026-06-20T08:36 | deadline=2026-06-22T08:36

      EDDI-000008199 | EDDI→OOMS | cant=2 | creado=2026-06-20T09:08 | deadline=2026-06-22T09:08

      EDDI-000008200 | EDDI→SCEL | cant=2 | creado=2026-06-20T09:22 | deadline=2026-06-22T09:22

      EDDI-000008201 | EDDI→EHAM | cant=2 | creado=2026-06-20T09:37 | deadline=2026-06-21T09:37

      EDDI-000008202 | EDDI→OYSN | cant=2 | creado=2026-06-20T09:54 | deadline=2026-06-22T09:54

      EDDI-000008205 | EDDI→OSDI | cant=2 | creado=2026-06-20T10:31 | deadline=2026-06-22T10:31

      EDDI-000008206 | EDDI→LATI | cant=2 | creado=2026-06-20T10:46 | deadline=2026-06-21T10:46

      EDDI-000008207 | EDDI→OOMS | cant=2 | creado=2026-06-20T11:06 | deadline=2026-06-22T11:06

      EDDI-000008208 | EDDI→LATI | cant=2 | creado=2026-06-20T11:15 | deadline=2026-06-21T11:15

      EDDI-000008209 | EDDI→LATI | cant=2 | creado=2026-06-20T11:35 | deadline=2026-06-21T11:35

      EDDI-000008210 | EDDI→OPKC | cant=2 | creado=2026-06-20T11:53 | deadline=2026-06-22T11:53

      EDDI-000008212 | EDDI→EBCI | cant=2 | creado=2026-06-20T12:15 | deadline=2026-06-21T12:15

      EDDI-000008213 | EDDI→EKCH | cant=2 | creado=2026-06-20T12:39 | deadline=2026-06-21T12:39

      EDDI-000008214 | EDDI→OSDI | cant=2 | creado=2026-06-20T12:49 | deadline=2026-06-22T12:49

      EDDI-000008215 | EDDI→OSDI | cant=2 | creado=2026-06-20T13:09 | deadline=2026-06-22T13:09

      EDDI-000008217 | EDDI→LBSF | cant=2 | creado=2026-06-20T13:31 | deadline=2026-06-21T13:31

      EDDI-000008219 | EDDI→EBCI | cant=2 | creado=2026-06-20T14:06 | deadline=2026-06-21T14:06

      EDDI-000008220 | EDDI→SABE | cant=2 | creado=2026-06-20T14:24 | deadline=2026-06-22T14:24

      EDDI-000008221 | EDDI→SGAS | cant=2 | creado=2026-06-20T14:30 | deadline=2026-06-22T14:30

      EDDI-000008222 | EDDI→UBBB | cant=2 | creado=2026-06-20T14:46 | deadline=2026-06-22T14:46

      EDDI-000008223 | EDDI→OOMS | cant=2 | creado=2026-06-20T15:03 | deadline=2026-06-22T15:03

      EDDI-000008224 | EDDI→VIDP | cant=2 | creado=2026-06-20T15:15 | deadline=2026-06-22T15:15

      EDDI-000008226 | EDDI→VIDP | cant=2 | creado=2026-06-20T15:47 | deadline=2026-06-22T15:47

      EDDI-000008227 | EDDI→SABE | cant=1 | creado=2026-06-20T16:09 | deadline=2026-06-22T16:09

      EDDI-000008230 | EDDI→LATI | cant=1 | creado=2026-06-20T16:45 | deadline=2026-06-21T16:45

      EDDI-000008231 | EDDI→LDZA | cant=1 | creado=2026-06-20T17:03 | deadline=2026-06-21T17:03

      EDDI-000008232 | EDDI→EKCH | cant=1 | creado=2026-06-20T17:24 | deadline=2026-06-21T17:24

      EDDI-000008233 | EDDI→OJAI | cant=1 | creado=2026-06-20T17:39 | deadline=2026-06-22T17:39

      EDDI-000008234 | EDDI→LDZA | cant=1 | creado=2026-06-20T17:49 | deadline=2026-06-21T17:49

      EDDI-000008235 | EDDI→OMDB | cant=1 | creado=2026-06-20T18:03 | deadline=2026-06-22T18:03

      EDDI-000008238 | EDDI→UMMS | cant=2 | creado=2026-06-20T22:20 | deadline=2026-06-21T22:20

      EDDI-000008239 | EDDI→VIDP | cant=2 | creado=2026-06-20T22:32 | deadline=2026-06-22T22:32

      EDDI-000008240 | EDDI→SGAS | cant=2 | creado=2026-06-20T22:45 | deadline=2026-06-22T22:45

      EDDI-000008242 | EDDI→OAKB | cant=2 | creado=2026-06-20T23:23 | deadline=2026-06-22T23:23

      EDDI-000008243 | EDDI→SGAS | cant=2 | creado=2026-06-20T23:33 | deadline=2026-06-22T23:33

      EDDI-000008244 | EDDI→SLLP | cant=2 | creado=2026-06-20T23:53 | deadline=2026-06-22T23:53

      EDDI-000008245 | EDDI→OERK | cant=2 | creado=2026-06-21T00:01 | deadline=2026-06-23T00:01

      EDDI-000008246 | EDDI→SPIM | cant=2 | creado=2026-06-21T00:16 | deadline=2026-06-23T00:16

      EDDI-000008247 | EDDI→LATI | cant=2 | creado=2026-06-21T00:32 | deadline=2026-06-22T00:32

      EDDI-000008248 | EDDI→SPIM | cant=2 | creado=2026-06-21T00:46 | deadline=2026-06-23T00:46

      EDDI-000008250 | EDDI→OPKC | cant=2 | creado=2026-06-21T01:24 | deadline=2026-06-23T01:24

      EDDI-000008251 | EDDI→OYSN | cant=2 | creado=2026-06-21T01:31 | deadline=2026-06-23T01:31

      EDDI-000008252 | EDDI→LBSF | cant=2 | creado=2026-06-21T01:51 | deadline=2026-06-22T01:51

      EDDI-000008253 | EDDI→OYSN | cant=2 | creado=2026-06-21T02:04 | deadline=2026-06-23T02:04

      EDDI-000008254 | EDDI→OPKC | cant=2 | creado=2026-06-21T02:23 | deadline=2026-06-23T02:23

      EDDI-000008255 | EDDI→LATI | cant=2 | creado=2026-06-21T02:33 | deadline=2026-06-22T02:33

      EDDI-000008256 | EDDI→UMMS | cant=2 | creado=2026-06-21T02:53 | deadline=2026-06-22T02:53

      EDDI-000008257 | EDDI→OJAI | cant=2 | creado=2026-06-21T03:08 | deadline=2026-06-23T03:08

      EDDI-000008259 | EDDI→OYSN | cant=2 | creado=2026-06-21T03:39 | deadline=2026-06-23T03:39

      EDDI-000008261 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:02 | deadline=2026-06-22T04:02

      EDDI-000008263 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:32 | deadline=2026-06-22T04:32

      EDDI-000008264 | EDDI→LDZA | cant=2 | creado=2026-06-21T04:53 | deadline=2026-06-22T04:53

      EDDI-000008266 | EDDI→OOMS | cant=2 | creado=2026-06-21T05:19 | deadline=2026-06-23T05:19

      EDDI-000008268 | EDDI→OPKC | cant=2 | creado=2026-06-21T05:53 | deadline=2026-06-23T05:53

      EDDI-000008271 | EDDI→EKCH | cant=2 | creado=2026-06-21T06:38 | deadline=2026-06-22T06:38

      EDDI-000008272 | EDDI→OPKC | cant=2 | creado=2026-06-21T06:45 | deadline=2026-06-23T06:45

      EDDI-000008273 | EDDI→OYSN | cant=2 | creado=2026-06-21T07:03 | deadline=2026-06-23T07:03

      EDDI-000008274 | EDDI→OAKB | cant=2 | creado=2026-06-21T07:21 | deadline=2026-06-23T07:21

      EDDI-000008275 | EDDI→OPKC | cant=2 | creado=2026-06-21T07:35 | deadline=2026-06-23T07:35

      EDDI-000008277 | EDDI→OJAI | cant=2 | creado=2026-06-21T08:09 | deadline=2026-06-23T08:09

      EDDI-000008279 | EDDI→OOMS | cant=2 | creado=2026-06-21T08:35 | deadline=2026-06-23T08:35

      EDDI-000008280 | EDDI→UBBB | cant=2 | creado=2026-06-21T08:54 | deadline=2026-06-23T08:54

      EDDI-000008283 | EDDI→SABE | cant=2 | creado=2026-06-21T09:35 | deadline=2026-06-23T09:35

      EDDI-000008284 | EDDI→OSDI | cant=2 | creado=2026-06-21T09:50 | deadline=2026-06-23T09:50

      EDDI-000008285 | EDDI→OAKB | cant=2 | creado=2026-06-21T10:00 | deadline=2026-06-23T10:00

      EDDI-000008286 | EDDI→SLLP | cant=2 | creado=2026-06-21T10:18 | deadline=2026-06-23T10:18

      EDDI-000008287 | EDDI→OMDB | cant=2 | creado=2026-06-21T10:31 | deadline=2026-06-23T10:31

      EDDI-000008288 | EDDI→SABE | cant=2 | creado=2026-06-21T10:52 | deadline=2026-06-23T10:52

      EDDI-000008289 | EDDI→UBBB | cant=2 | creado=2026-06-21T11:07 | deadline=2026-06-23T11:07

      EDDI-000008292 | EDDI→SPIM | cant=2 | creado=2026-06-21T11:50 | deadline=2026-06-23T11:50

      EDDI-000008293 | EDDI→OJAI | cant=2 | creado=2026-06-21T12:05 | deadline=2026-06-23T12:05

      EDDI-000008294 | EDDI→SLLP | cant=2 | creado=2026-06-21T12:15 | deadline=2026-06-23T12:15

      EDDI-000008295 | EDDI→OMDB | cant=2 | creado=2026-06-21T12:38 | deadline=2026-06-23T12:38

      EDDI-000008298 | EDDI→UMMS | cant=2 | creado=2026-06-21T13:18 | deadline=2026-06-22T13:18

      EDDI-000008299 | EDDI→SGAS | cant=2 | creado=2026-06-21T13:37 | deadline=2026-06-23T13:37

      EDDI-000008301 | EDDI→OERK | cant=2 | creado=2026-06-21T14:00 | deadline=2026-06-23T14:00

      EDDI-000008302 | EDDI→OERK | cant=2 | creado=2026-06-21T14:16 | deadline=2026-06-23T14:16

      EDDI-000008303 | EDDI→LBSF | cant=2 | creado=2026-06-21T14:34 | deadline=2026-06-22T14:34

      EDDI-000008304 | EDDI→VIDP | cant=2 | creado=2026-06-21T14:46 | deadline=2026-06-23T14:46

      EDDI-000008305 | EDDI→SVMI | cant=2 | creado=2026-06-21T15:07 | deadline=2026-06-23T15:07

      EDDI-000008306 | EDDI→OYSN | cant=2 | creado=2026-06-21T15:15 | deadline=2026-06-23T15:15

      EDDI-000008307 | EDDI→LATI | cant=2 | creado=2026-06-21T15:39 | deadline=2026-06-22T15:39

      EDDI-000008309 | EDDI→EKCH | cant=2 | creado=2026-06-21T16:00 | deadline=2026-06-22T16:00

      EDDI-000008310 | EDDI→SGAS | cant=2 | creado=2026-06-21T16:23 | deadline=2026-06-23T16:23

      EDDI-000008311 | EDDI→OAKB | cant=2 | creado=2026-06-21T16:36 | deadline=2026-06-23T16:36

      EDDI-000008312 | EDDI→UMMS | cant=1 | creado=2026-06-21T16:54 | deadline=2026-06-22T16:54

      EDDI-000008313 | EDDI→LBSF | cant=1 | creado=2026-06-21T17:06 | deadline=2026-06-22T17:06

      EDDI-000008314 | EDDI→SLLP | cant=1 | creado=2026-06-21T17:19 | deadline=2026-06-23T17:19

      EDDI-000008316 | EDDI→LDZA | cant=1 | creado=2026-06-21T17:47 | deadline=2026-06-22T17:47

      EDDI-000008318 | EDDI→OERK | cant=1 | creado=2026-06-21T18:20 | deadline=2026-06-23T18:20

      EDDI-000008319 | EDDI→LKPR | cant=1 | creado=2026-06-21T18:34 | deadline=2026-06-22T18:34

      EDDI-000008320 | EDDI→SVMI | cant=2 | creado=2026-06-21T22:17 | deadline=2026-06-23T22:17

      EDDI-000008321 | EDDI→SPIM | cant=2 | creado=2026-06-21T22:27 | deadline=2026-06-23T22:27

      EDDI-000008324 | EDDI→SCEL | cant=2 | creado=2026-06-21T22:51 | deadline=2026-06-23T22:51

      EDDI-000008326 | EDDI→OMDB | cant=2 | creado=2026-06-21T23:08 | deadline=2026-06-23T23:08

      EDDI-000008327 | EDDI→OOMS | cant=2 | creado=2026-06-21T23:20 | deadline=2026-06-23T23:20

      EDDI-000008328 | EDDI→SPIM | cant=2 | creado=2026-06-21T23:30 | deadline=2026-06-23T23:30

      EDDI-000008329 | EDDI→LATI | cant=2 | creado=2026-06-21T23:37 | deadline=2026-06-22T23:37

      EDDI-000008330 | EDDI→UMMS | cant=2 | creado=2026-06-21T23:39 | deadline=2026-06-22T23:39

      EDDI-000008331 | EDDI→OMDB | cant=2 | creado=2026-06-21T23:50 | deadline=2026-06-23T23:50

      EDDI-000008332 | EDDI→OAKB | cant=1 | creado=2026-06-21T23:06 | deadline=2026-06-23T23:06

      EHAM-000006803 | EHAM→SABE | cant=2 | creado=2026-06-19T14:37 | deadline=2026-06-21T14:37

      EHAM-000006804 | EHAM→SBBR | cant=2 | creado=2026-06-19T14:52 | deadline=2026-06-21T14:52

      EHAM-000006806 | EHAM→OERK | cant=1 | creado=2026-06-19T15:26 | deadline=2026-06-21T15:26

      EHAM-000006807 | EHAM→OJAI | cant=1 | creado=2026-06-19T15:53 | deadline=2026-06-21T15:53

      EHAM-000006809 | EHAM→LBSF | cant=1 | creado=2026-06-19T16:31 | deadline=2026-06-20T16:31

      EHAM-000006810 | EHAM→EDDI | cant=1 | creado=2026-06-19T16:49 | deadline=2026-06-20T16:49

      EHAM-000006811 | EHAM→LBSF | cant=1 | creado=2026-06-19T17:08 | deadline=2026-06-20T17:08

      EHAM-000006812 | EHAM→SVMI | cant=1 | creado=2026-06-19T17:19 | deadline=2026-06-21T17:19

      EHAM-000006813 | EHAM→SBBR | cant=1 | creado=2026-06-19T17:44 | deadline=2026-06-21T17:44

      EHAM-000006814 | EHAM→SGAS | cant=1 | creado=2026-06-19T17:05 | deadline=2026-06-21T17:05

      EHAM-000006815 | EHAM→SGAS | cant=2 | creado=2026-06-19T22:24 | deadline=2026-06-21T22:24

      EHAM-000006817 | EHAM→SVMI | cant=2 | creado=2026-06-19T23:07 | deadline=2026-06-21T23:07

      EHAM-000006819 | EHAM→UMMS | cant=2 | creado=2026-06-19T23:48 | deadline=2026-06-20T23:48

      EHAM-000006820 | EHAM→SABE | cant=2 | creado=2026-06-20T00:02 | deadline=2026-06-22T00:02

      EHAM-000006821 | EHAM→LBSF | cant=2 | creado=2026-06-20T00:21 | deadline=2026-06-21T00:21

      EHAM-000006822 | EHAM→OYSN | cant=2 | creado=2026-06-20T00:45 | deadline=2026-06-22T00:45

      EHAM-000006823 | EHAM→EBCI | cant=2 | creado=2026-06-20T01:06 | deadline=2026-06-21T01:06

      EHAM-000006824 | EHAM→EDDI | cant=2 | creado=2026-06-20T01:25 | deadline=2026-06-21T01:25

      EHAM-000006825 | EHAM→OPKC | cant=2 | creado=2026-06-20T01:44 | deadline=2026-06-22T01:44

      EHAM-000006827 | EHAM→SPIM | cant=2 | creado=2026-06-20T02:26 | deadline=2026-06-22T02:26

      EHAM-000006828 | EHAM→LATI | cant=2 | creado=2026-06-20T02:46 | deadline=2026-06-21T02:46

      EHAM-000006829 | EHAM→LATI | cant=2 | creado=2026-06-20T03:07 | deadline=2026-06-21T03:07

      EHAM-000006830 | EHAM→OERK | cant=2 | creado=2026-06-20T03:25 | deadline=2026-06-22T03:25

      EHAM-000006831 | EHAM→EDDI | cant=2 | creado=2026-06-20T03:46 | deadline=2026-06-21T03:46

      EHAM-000006832 | EHAM→OOMS | cant=2 | creado=2026-06-20T04:05 | deadline=2026-06-22T04:05

      EHAM-000006835 | EHAM→UBBB | cant=2 | creado=2026-06-20T05:09 | deadline=2026-06-22T05:09

      EHAM-000006836 | EHAM→EBCI | cant=2 | creado=2026-06-20T05:27 | deadline=2026-06-21T05:27

      EHAM-000006837 | EHAM→OERK | cant=2 | creado=2026-06-20T05:48 | deadline=2026-06-22T05:48

      EHAM-000006840 | EHAM→SGAS | cant=2 | creado=2026-06-20T06:45 | deadline=2026-06-22T06:45

      EHAM-000006841 | EHAM→SLLP | cant=2 | creado=2026-06-20T07:06 | deadline=2026-06-22T07:06

      EHAM-000006842 | EHAM→UMMS | cant=2 | creado=2026-06-20T07:23 | deadline=2026-06-21T07:23

      EHAM-000006844 | EHAM→OAKB | cant=2 | creado=2026-06-20T08:04 | deadline=2026-06-22T08:04

      EHAM-000006845 | EHAM→SLLP | cant=2 | creado=2026-06-20T08:20 | deadline=2026-06-22T08:20

      EHAM-000006849 | EHAM→SBBR | cant=2 | creado=2026-06-20T09:49 | deadline=2026-06-22T09:49

      EHAM-000006850 | EHAM→LKPR | cant=2 | creado=2026-06-20T10:09 | deadline=2026-06-21T10:09

      EHAM-000006851 | EHAM→EDDI | cant=2 | creado=2026-06-20T10:21 | deadline=2026-06-21T10:21

      EHAM-000006852 | EHAM→SCEL | cant=2 | creado=2026-06-20T10:49 | deadline=2026-06-22T10:49

      EHAM-000006854 | EHAM→EBCI | cant=2 | creado=2026-06-20T11:28 | deadline=2026-06-21T11:28

      EHAM-000006857 | EHAM→LKPR | cant=2 | creado=2026-06-20T12:25 | deadline=2026-06-21T12:25

      EHAM-000006858 | EHAM→SVMI | cant=2 | creado=2026-06-20T12:40 | deadline=2026-06-22T12:40

      EHAM-000006859 | EHAM→OJAI | cant=2 | creado=2026-06-20T13:06 | deadline=2026-06-22T13:06

      EHAM-000006860 | EHAM→UBBB | cant=2 | creado=2026-06-20T13:29 | deadline=2026-06-22T13:29

      EHAM-000006862 | EHAM→EBCI | cant=2 | creado=2026-06-20T14:07 | deadline=2026-06-21T14:07

      EHAM-000006865 | EHAM→OPKC | cant=2 | creado=2026-06-20T15:09 | deadline=2026-06-22T15:09

      EHAM-000006866 | EHAM→LOWW | cant=2 | creado=2026-06-20T15:24 | deadline=2026-06-21T15:24

      EHAM-000006867 | EHAM→SABE | cant=2 | creado=2026-06-20T15:49 | deadline=2026-06-22T15:49

      EHAM-000006868 | EHAM→OSDI | cant=2 | creado=2026-06-20T16:00 | deadline=2026-06-22T16:00

      EHAM-000006869 | EHAM→OSDI | cant=2 | creado=2026-06-20T16:20 | deadline=2026-06-22T16:20

      EHAM-000006870 | EHAM→UBBB | cant=1 | creado=2026-06-20T16:41 | deadline=2026-06-22T16:41

      EHAM-000006871 | EHAM→SPIM | cant=1 | creado=2026-06-20T17:01 | deadline=2026-06-22T17:01

      EHAM-000006872 | EHAM→OOMS | cant=1 | creado=2026-06-20T17:28 | deadline=2026-06-22T17:28

      EHAM-000006873 | EHAM→UMMS | cant=1 | creado=2026-06-20T17:44 | deadline=2026-06-21T17:44

      EHAM-000006874 | EHAM→SGAS | cant=1 | creado=2026-06-20T18:02 | deadline=2026-06-22T18:02

      EHAM-000006875 | EHAM→SBBR | cant=1 | creado=2026-06-20T18:24 | deadline=2026-06-22T18:24

      EHAM-000006876 | EHAM→SCEL | cant=1 | creado=2026-06-20T18:46 | deadline=2026-06-22T18:46

      EHAM-000006877 | EHAM→SVMI | cant=9 | creado=2026-06-20T22:00 | deadline=2026-06-22T22:00

      EHAM-000006879 | EHAM→SBBR | cant=9 | creado=2026-06-21T00:00 | deadline=2026-06-23T00:00

      EHAM-000006880 | EHAM→SPIM | cant=9 | creado=2026-06-21T01:50 | deadline=2026-06-23T01:50

      EHAM-000006881 | EHAM→LATI | cant=9 | creado=2026-06-21T02:45 | deadline=2026-06-22T02:45

      EHAM-000006883 | EHAM→SBBR | cant=8 | creado=2026-06-21T04:45 | deadline=2026-06-23T04:45

      EHAM-000006885 | EHAM→SBBR | cant=8 | creado=2026-06-21T06:33 | deadline=2026-06-23T06:33

      EHAM-000006886 | EHAM→EDDI | cant=8 | creado=2026-06-21T07:35 | deadline=2026-06-22T07:35

      EHAM-000006887 | EHAM→UBBB | cant=8 | creado=2026-06-21T08:30 | deadline=2026-06-23T08:30

      EHAM-000006889 | EHAM→VIDP | cant=8 | creado=2026-06-21T10:30 | deadline=2026-06-23T10:30

      EHAM-000006890 | EHAM→OERK | cant=8 | creado=2026-06-21T11:27 | deadline=2026-06-23T11:27

      EHAM-000006891 | EHAM→OOMS | cant=1 | creado=2026-06-21T12:24 | deadline=2026-06-23T12:24

      EHAM-000006892 | EHAM→OSDI | cant=3 | creado=2026-06-21T22:24 | deadline=2026-06-23T22:24

      EHAM-000006893 | EHAM→EDDI | cant=3 | creado=2026-06-21T22:55 | deadline=2026-06-22T22:55

      EHAM-000006894 | EHAM→OOMS | cant=3 | creado=2026-06-21T23:21 | deadline=2026-06-23T23:21

      EHAM-000006895 | EHAM→SKBO | cant=3 | creado=2026-06-21T23:38 | deadline=2026-06-23T23:38

      EKCH-000007393 | EKCH→OSDI | cant=5 | creado=2026-06-19T13:09 | deadline=2026-06-21T13:09

      EKCH-000007395 | EKCH→OMDB | cant=1 | creado=2026-06-19T14:33 | deadline=2026-06-21T14:33

      EKCH-000007396 | EKCH→SCEL | cant=5 | creado=2026-06-19T22:40 | deadline=2026-06-21T22:40

      EKCH-000007397 | EKCH→OERK | cant=5 | creado=2026-06-19T23:23 | deadline=2026-06-21T23:23

      EKCH-000007398 | EKCH→LATI | cant=5 | creado=2026-06-19T23:52 | deadline=2026-06-20T23:52

      EKCH-000007399 | EKCH→SABE | cant=5 | creado=2026-06-20T00:30 | deadline=2026-06-22T00:30

      EKCH-000007400 | EKCH→LOWW | cant=5 | creado=2026-06-20T01:10 | deadline=2026-06-21T01:10

      EKCH-000007401 | EKCH→EBCI | cant=5 | creado=2026-06-20T01:48 | deadline=2026-06-21T01:48

      EKCH-000007402 | EKCH→SGAS | cant=5 | creado=2026-06-20T02:19 | deadline=2026-06-22T02:19

      EKCH-000007403 | EKCH→OPKC | cant=5 | creado=2026-06-20T02:57 | deadline=2026-06-22T02:57

      EKCH-000007404 | EKCH→SVMI | cant=5 | creado=2026-06-20T03:37 | deadline=2026-06-22T03:37

      EKCH-000007405 | EKCH→EDDI | cant=5 | creado=2026-06-20T04:19 | deadline=2026-06-21T04:19

      EKCH-000007406 | EKCH→SVMI | cant=5 | creado=2026-06-20T04:55 | deadline=2026-06-22T04:55

      EKCH-000007407 | EKCH→EHAM | cant=5 | creado=2026-06-20T05:27 | deadline=2026-06-21T05:27

      EKCH-000007408 | EKCH→SLLP | cant=5 | creado=2026-06-20T06:05 | deadline=2026-06-22T06:05

      EKCH-000007409 | EKCH→SGAS | cant=5 | creado=2026-06-20T06:43 | deadline=2026-06-22T06:43

      EKCH-000007410 | EKCH→SUAA | cant=5 | creado=2026-06-20T07:17 | deadline=2026-06-22T07:17

      EKCH-000007411 | EKCH→OERK | cant=5 | creado=2026-06-20T07:54 | deadline=2026-06-22T07:54

      EKCH-000007412 | EKCH→UMMS | cant=4 | creado=2026-06-20T08:29 | deadline=2026-06-21T08:29

      EKCH-000007413 | EKCH→SPIM | cant=4 | creado=2026-06-20T09:06 | deadline=2026-06-22T09:06

      EKCH-000007414 | EKCH→EDDI | cant=4 | creado=2026-06-20T09:47 | deadline=2026-06-21T09:47

      EKCH-000007415 | EKCH→OOMS | cant=4 | creado=2026-06-20T10:29 | deadline=2026-06-22T10:29

      EKCH-000007416 | EKCH→SBBR | cant=4 | creado=2026-06-20T10:57 | deadline=2026-06-22T10:57

      EKCH-000007417 | EKCH→UBBB | cant=4 | creado=2026-06-20T11:38 | deadline=2026-06-22T11:38

      EKCH-000007418 | EKCH→UMMS | cant=4 | creado=2026-06-20T12:18 | deadline=2026-06-21T12:18

      EKCH-000007419 | EKCH→SLLP | cant=4 | creado=2026-06-20T12:48 | deadline=2026-06-22T12:48

      EKCH-000007420 | EKCH→OERK | cant=4 | creado=2026-06-20T13:30 | deadline=2026-06-22T13:30

      EKCH-000007421 | EKCH→SUAA | cant=4 | creado=2026-06-20T14:08 | deadline=2026-06-22T14:08

      EKCH-000007422 | EKCH→UMMS | cant=4 | creado=2026-06-20T14:47 | deadline=2026-06-21T14:47

      EKCH-000007423 | EKCH→OPKC | cant=1 | creado=2026-06-20T15:19 | deadline=2026-06-22T15:19

      EKCH-000007424 | EKCH→EBCI | cant=2 | creado=2026-06-20T22:25 | deadline=2026-06-21T22:25

      EKCH-000007425 | EKCH→SPIM | cant=2 | creado=2026-06-20T22:37 | deadline=2026-06-22T22:37

      EKCH-000007426 | EKCH→EBCI | cant=2 | creado=2026-06-20T22:55 | deadline=2026-06-21T22:55

      EKCH-000007427 | EKCH→LOWW | cant=2 | creado=2026-06-20T23:13 | deadline=2026-06-21T23:13

      EKCH-000007428 | EKCH→OSDI | cant=2 | creado=2026-06-20T23:32 | deadline=2026-06-22T23:32

      EKCH-000007429 | EKCH→OJAI | cant=2 | creado=2026-06-20T23:50 | deadline=2026-06-22T23:50
